condition_concept_id,concept_name,vocabulary_id
438527,"Juvenile osteochondrosis of lower extremity, excluding foot",SNOMED
438542,Gestation less than 24 weeks,SNOMED
438788,Hypertrophy of adenoids,SNOMED
438815,Disorder of amniotic cavity AND/OR membrane,SNOMED
438827,Foreign body granuloma of subcutaneous tissue,SNOMED
438884,Fracture of upper end of lower leg,SNOMED
438998,"Recurrent major depressive episodes, mild",SNOMED
439004,Residual schizophrenia,SNOMED
4116323,Tear of medial meniscus of knee,SNOMED
439014,Panuveitis,SNOMED
4116450,Secondary multiple arthrosis,SNOMED
439037,Aneurysm of artery of neck,SNOMED
439081,Premenstrual tension syndrome,SNOMED
4116731,Visuospatial agnosia,SNOMED
4117393,Knee joint ankylosis,SNOMED
4117422,Aplastic bone marrow,SNOMED
4117518,Impulsive character,SNOMED
439082,Menopausal syndrome,SNOMED
439120,Aseptic necrosis of head AND/OR neck of femur,SNOMED
4117713,Ankle joint effusion,SNOMED
439125,Complete trisomy 21 syndrome,SNOMED
439128,Extreme immaturity,SNOMED
4117881,Elbow joint effusion,SNOMED
4117883,Wrist joint effusion,SNOMED
4118007,Synovitis/tenosynovitis - shoulder,SNOMED
4144111,Gastroesophageal reflux disease without esophagitis,SNOMED
439147,Amnesia,SNOMED
439176,Closed traumatic dislocation of metacarpophalangeal joint of finger,SNOMED
4145946,Fetus with central nervous system malformation,SNOMED
439199,Open wound without complication,SNOMED
439278,Convergence insufficiency,SNOMED
4119158,Neutropenic disorder,SNOMED
4146239,Pruritus of genital organs,SNOMED
4146482,Urinary tract infection in pregnancy,SNOMED
4119307,Neurogenic claudication,SNOMED
4119780,Congenital arteriovenous malformation,SNOMED
439312,Nondependent mixed drug abuse,SNOMED
439314,Thrombophlebitis of the femoral vein,SNOMED
439382,Disorder of hypothalamus,SNOMED
439393,Pre-eclampsia,SNOMED
4119934,Respiratory failure without hypercapnia,SNOMED
439656,Antenatal care: grand multiparity,SNOMED
439673,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,SNOMED
439694,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,SNOMED
4147164,Malignant tumor of lymphoid hemopoietic and related tissue,SNOMED
4147494,Nonspecific mesenteric adenitis,SNOMED
4148231,Hereditary hemochromatosis,SNOMED
4148486,Postprocedural respiratory failure,SNOMED
4151937,Medication-induced postural tremor,SNOMED
439696,Hypertensive heart and renal disease with (congestive) heart failure,SNOMED
439745,Primary malignant neoplasm of salivary gland duct,SNOMED
439787,Ascorbic acid deficiency,SNOMED
4120275,Drug-induced hypotension,SNOMED
4120943,Vascular graft hemorrhage,SNOMED
439796,"Nondependent cocaine abuse, continuous",SNOMED
439858,"Gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED
439894,Post-term pregnancy - delivered,SNOMED
4151985,Lower back injury,SNOMED
439935,Abnormal posture,SNOMED
4127568,Bladder muscle dysfunction - overactive,SNOMED
4127727,Drug-induced impotence,SNOMED
4129143,Inflammation of vulva,SNOMED
4129407,Open wound of knee,SNOMED
440078,"Bipolar affective disorder, current episode manic",SNOMED
4129479,Normal uterine cervix,SNOMED
440108,Thyrotoxic exophthalmos,SNOMED
4130027,Subclinical iodine deficiency hypothyroidism,SNOMED
4130331,Acute pelvic inflammatory disease,SNOMED
4130372,Congenital anomaly of intestinal tract,SNOMED
440129,Hypertrophy of nasal turbinates,SNOMED
440155,Postartificial menopausal syndrome,SNOMED
440158,"Venereal disease in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMED
440231,Closed fracture of multiple sites of metacarpus,SNOMED
440233,Strain of supraspinatus muscle AND/OR tendon,SNOMED
4152384,Non-rheumatic aortic sclerosis,SNOMED
440236,Subdural hemorrhage following injury without open intracranial wound AND with brief loss of consciousness,SNOMED
4152592,Lumbosacral stenosis,SNOMED
4152935,Laceration of abdomen,SNOMED
440238,Closed fracture of metatarsal bone,SNOMED
440268,Toxic effect of carbon monoxide,SNOMED
4153262,Puncture wound of thigh,SNOMED
440270,Poisoning by antidepressant,SNOMED
440272,Late effect of crushing injury,SNOMED
4130851,Injury of upper extremity,SNOMED
4153890,Malignant melanoma of trunk,SNOMED
4132082,Traumatic brain injury with loss of consciousness,SNOMED
4155034,Laceration of forearm,SNOMED
4157449,Malignant neoplasm of endocervix,SNOMED
440320,Infection due to Escherichia coli,SNOMED
4157457,Malignant neoplasm of skin of trunk,SNOMED
440358,Lipoma,SNOMED
4157605,Infection due to resistant organism,SNOMED
4132434,"Gestation period, 8 weeks",SNOMED
4132457,Disorder of cystostomy catheter,SNOMED
4133016,Sprain of posterior cruciate ligament of knee,SNOMED
440385,Obstructive hydrocephalus,SNOMED
440408,Meesman's corneal dystrophy,SNOMED
4133018,Traumatic brain injury with prolonged loss of consciousness,SNOMED
4133022,Cervical sympathetic dystrophy,SNOMED
4133715,Traumatic brain injury with no loss of consciousness,SNOMED
4134172,Anterior dislocation of shoulder joint,SNOMED
4134181,Subluxation of shoulder joint,SNOMED
4135744,Fracture of base of fifth metacarpal,SNOMED
440424,Aphasia,SNOMED
4158911,Non-rheumatic heart valve disorder,SNOMED
440432,Accretion on teeth,SNOMED
4159739,Arthritis of knee,SNOMED
440448,Appendicitis,SNOMED
440519,Premature - weight 1000g-2499g or gestation of 28-37weeks,SNOMED
4136228,Sprain of shoulder,SNOMED
440531,"Closed fracture of base of skull with subarachnoid, subdural AND/OR extradural hemorrhage",SNOMED
4136335,Thrombosis of arteries of upper extremity,SNOMED
440547,Closed fracture of shaft of metacarpal bone,SNOMED
4160059,Primary adrenocortical insufficiency,SNOMED
440548,"Closed fracture of femur, distal end",SNOMED
4137945,Fracture of scaphoid bone of wrist,SNOMED
4162908,Loop diuretic adverse reaction,SNOMED
440631,Mycobacteriosis,SNOMED
4138284,Sprain of ligament of elbow,SNOMED
440638,Lyme disease,SNOMED
440694,"Nondependent mixed drug abuse, episodic",SNOMED
440703,Trigeminal nerve disorder,SNOMED
440748,Interstitial emphysema of lung,SNOMED
4138414,Fracture of calcaneus,SNOMED
440785,Vomiting of pregnancy,SNOMED
440828,Renal pelvis and ureter obstructive defects,SNOMED
440855,Closed fracture of base of metacarpal bone other than first metacarpal,SNOMED
440869,Intracranial hemorrhage following injury without open intracranial wound AND with no loss of consciousness,SNOMED
440957,Lymphosarcoma and reticulosarcoma,SNOMED
441002,Dementia of frontal lobe type,SNOMED
441085,Elderly primigravida,SNOMED
441171,Second degree burn of chest wall,SNOMED
4140164,Disorder of sacrococcygeal spine,SNOMED
441202,Anaphylaxis,SNOMED
4140207,Nephrosclerosis,SNOMED
4163058,Opioid analgesic allergy,SNOMED
441207,Adverse reaction to drug,SNOMED
441210,Yellow fever,SNOMED
4164867,Antibacterial drug allergy,SNOMED
441262,"Amphetamine or psychostimulant dependence, episodic",SNOMED
441334,Glossodynia,SNOMED
441421,Closed fracture of fourth cervical vertebra,SNOMED
441540,Reactive confusion,SNOMED
4141360,Chronic atrial fibrillation,SNOMED
441553,Myoclonus,SNOMED
441607,Abscess of mediastinum,SNOMED
4143187,Anomaly of placenta,SNOMED
4164922,Rotator cuff syndrome,SNOMED
4143342,Lactose intolerance,SNOMED
441701,Sprain of hip,SNOMED
4147016,Open wound of buttock,SNOMED
4148246,"Esophageal, stomach and duodenal diseases",SNOMED
4166126,"Localized swelling, mass and lump, trunk",SNOMED
441712,Open wound of ocular adnexa,SNOMED
441725,Ulnar blood vessel injury,SNOMED
441744,Anti-infectives adverse reaction,SNOMED
4167984,Bacterial arthritis,SNOMED
441806,Primary malignant neoplasm of brain stem,SNOMED
441828,Disorganized schizophrenia,SNOMED
441833,Pathological drug intoxication,SNOMED
441835,Chronic schizoaffective schizophrenia,SNOMED
4148915,Non-pressure ulcer lower limb,SNOMED
441836,Depressed bipolar I disorder,SNOMED
4150795,Nondependent hypnotic or anxiolytic abuse,SNOMED
4150985,"Bipolar I disorder, most recent episode hypomanic",SNOMED
441838,Personality disorder,SNOMED
4151209,Central cord syndrome,SNOMED
4151248,Non-fatal electric shock,SNOMED
4168222,"Intra-abdominal and pelvic swelling, mass and lump",SNOMED
4168681,Irritability and anger,SNOMED
4151527,Laceration of elbow,SNOMED
441840,Clinical finding,SNOMED
441851,Serous detachment of retinal pigment epithelium,SNOMED
4151863,Congenital abnormality of liver and/or biliary tract,SNOMED
441872,Supraventricular premature beats,SNOMED
4151978,Post-herpetic neuritis,SNOMED
441946,Calcific tendinitis of shoulder,SNOMED
441976,Closed fracture of third cervical vertebra,SNOMED
441993,Late effect of injury to nerve,SNOMED
4152163,Injury of eye region,SNOMED
442005,Third degree burn of back of hand,SNOMED
4152171,Fetal or neonatal effect of malpresentation before labor,SNOMED
4168700,Localized enlarged lymph nodes,SNOMED
4168834,Beta lactam adverse reaction,SNOMED
442013,Burn,SNOMED
4168873,Vaccines allergy,SNOMED
4152347,Drowsy,SNOMED
4152370,Iodine-deficiency-related endemic goiter,SNOMED
442019,Complication of procedure,SNOMED
4169307,Allergy to substance,SNOMED
4152838,Paralysis of vocal cords or larynx,SNOMED
4152933,Laceration of upper arm,SNOMED
4153882,Malignant neoplasm of soft tissue,SNOMED
4154088,Abscess of lower limb,SNOMED
4169580,Pain in spine,SNOMED
4170462,Foreign body - finger,SNOMED
4171919,"Localized swelling, mass and lump, lower limb",SNOMED
4173323,Extremely low birth weight infant,SNOMED
4173811,Congenital quadriplegia,SNOMED
4174262,Polyneuropathy,SNOMED
4174281,Non-tuberculous mycobacterial pneumonia,SNOMED
4154290,Paroxysmal atrial fibrillation,SNOMED
4174885,Traumatic pneumohemothorax,SNOMED
4176898,Complication of urinary catheter,SNOMED
4155039,Laceration of knee,SNOMED
4177069,Closed fracture of base of skull,SNOMED
4155040,Laceration of lower leg,SNOMED
4177206,Tubulointerstitial nephritis,SNOMED
4177236,Malignant tumor of pelvis,SNOMED
4177862,Chronic hypoxemic respiratory failure,SNOMED
4155529,Mechanical complication of intrauterine contraceptive device,SNOMED
4156115,Malignant neoplasm of endocrine gland,SNOMED
4178431,Cartilage disorder,SNOMED
4178959,Malignant tumor of vulva,SNOMED
4178962,Malignant tumor of tongue,SNOMED
4178972,Malignant tumor of ureter,SNOMED
4178974,Malignant neoplasm of cerebral meninges,SNOMED
4157333,Malignant neoplasm of main bronchus,SNOMED
4160328,Tinea cruris,SNOMED
4178976,Malignant tumor of thyroid gland,SNOMED
4160872,Recurrent aphthous ulcer,SNOMED
4161947,Fournier's gangrene,SNOMED
4179911,Axillary vein thrombosis,SNOMED
4180778,Visual system complication of procedure,SNOMED
4180911,Malignant tumor of anus,SNOMED
4181182,Chronic adhesive pericarditis,SNOMED
4181479,Malignant tumor of choroid,SNOMED
4181744,Discharge from nipple,SNOMED
4181782,Cyst of epididymis,SNOMED
4163175,Diagnostic dye allergy,SNOMED
4182562,Lower abdominal pain,SNOMED
4184149,Feeling irritable,SNOMED
4184256,Cervical kyphosis,SNOMED
4184403,Scoliosis of thoracic spine,SNOMED
4184877,Amputated finger,SNOMED
4189235,Third cranial nerve weakness,SNOMED
4193620,"Keratoconjunctivitis sicca, in Sjögren's syndrome",SNOMED
4193868,"Sedative, hypnotic AND/OR anxiolytic-related disorder",SNOMED
4195436,Abscess of groin,SNOMED
4195677,Rheumatic tricuspid valve regurgitation,SNOMED
4197819,Fibrosis of lung,SNOMED
4198296,Type 2 diabetes mellitus with neuropathic arthropathy,SNOMED
4198492,Shoulder joint unstable,SNOMED
4199441,Fracture of acromial end of clavicle,SNOMED
4199550,Unable to mobilize,SNOMED
4200256,Insufficient weight gain of pregnancy,SNOMED
4200326,Failure to thrive in infant,SNOMED
4201387,Tracheostomy present,SNOMED
4201390,Colostomy present,SNOMED
4201745,Disorder of digestive system,SNOMED
4203555,Collapse of thoracic vertebra,SNOMED
4204555,Chronic peptic ulcer without hemorrhage AND without perforation,SNOMED
4204781,Collapse of lumbar vertebra,SNOMED
4163261,Malignant tumor of prostate,SNOMED
4204991,Lichen simplex chronicus,SNOMED
4163280,Tinea of perianal region,SNOMED
4206591,Mass of trunk,SNOMED
4163710,Dilated cardiomyopathy,SNOMED
4164151,Auditory hallucinations,SNOMED
4164639,Blind left eye,SNOMED
4164640,Blind right eye,SNOMED
4164770,Guillain-Barré syndrome,SNOMED
442077,Anxiety disorder,SNOMED
4166125,"Localized swelling, mass and lump, neck",SNOMED
4166901,Fracture of phalanx of thumb,SNOMED
442105,Benign neoplasm of soft tissue,SNOMED
442110,Benign neoplasm of accessory sinus,SNOMED
442147,Neoplasm of uncertain behavior of mediastinum,SNOMED
442149,Poisoning by bee sting,SNOMED
4166902,Scalp laceration,SNOMED
4167085,Pulmonary heart disease,SNOMED
4167914,"Closed fracture of femur, greater trochanter",SNOMED
4168152,Fracture of vault of skull,SNOMED
442181,Secondary malignant neoplasm of lymph nodes of neck,SNOMED
442262,Blister of toe without infection,SNOMED
4168217,Generalized hyperhidrosis,SNOMED
4168318,Genetic disorder carrier,SNOMED
442308,Abrasion and/or friction burn of thigh without infection,SNOMED
442553,Injury of bladder,SNOMED
4169095,Bradycardia,SNOMED
4169977,Congenital malformation of upper alimentary tract,SNOMED
4171917,Localized edema,SNOMED
4173243,Perforation with diverticular disease of colon,SNOMED
442560,Fracture of femur,SNOMED
442570,Severe depressed bipolar I disorder without psychotic features,SNOMED
4173780,Iliotibial band friction syndrome,SNOMED
442585,Laceration extending into parenchyma of spleen without open wound into abdominal cavity,SNOMED
4174010,Fracture of middle phalanx of finger,SNOMED
4176890,Male sterility,SNOMED
4176892,Cortical hemorrhage,SNOMED
4177107,Malignant tumor of nasal cavity,SNOMED
4177115,Malignant tumor of testis,SNOMED
4177230,Malignant tumor of urethra,SNOMED
4177651,Depressed bipolar I disorder in partial remission,SNOMED
4178395,Fracture of proximal phalanx of finger,SNOMED
4178967,Malignant tumor of head of pancreas,SNOMED
4179823,Laceration of head,SNOMED
4180036,"Endocrine, nutritional and metabolic finding",SNOMED
4180314,Hereditary disorder of nervous system,SNOMED
4180628,Disorder of body system,SNOMED
4180784,Malignant tumor of parotid gland,SNOMED
4180790,Malignant tumor of colon,SNOMED
4180792,Malignant tumor of rectosigmoid junction,SNOMED
4180793,Malignant tumor of pancreas,SNOMED
4180849,Peroneal tendinitis,SNOMED
4181328,Malignant tumor of adrenal gland,SNOMED
4181333,Malignant tumor of major salivary gland,SNOMED
4181357,Malignant tumor of renal pelvis,SNOMED
4181481,Malignant neoplasm of parietal lobe,SNOMED
4181965,Chronic ulcer of foot,SNOMED
4182198,Ganglion of hand,SNOMED
4182210,Dementia,SNOMED
4182419,Late effect of traumatic injury to brain,SNOMED
4182683,Brief reactive psychosis,SNOMED
4183031,Degeneration of cervicothoracic intervertebral disc,SNOMED
4185117,Vertebral artery obstruction,SNOMED
4185471,Disorder of pigmentation,SNOMED
4185711,Loss of sense of smell,SNOMED
4186548,Open fracture of lower leg,SNOMED
442588,Obstructive sleep apnea syndrome,SNOMED
4188191,Disorder of skin pigmentation,SNOMED
4190307,Inflammatory disease of the central nervous system,SNOMED
4192174,Illness,SNOMED
4192647,Hypovolemic shock,SNOMED
4192851,Psoas tendinitis,SNOMED
4194889,Enthesopathy of lower limb,SNOMED
442623,Abrasion and/or friction burn of scalp without infection,SNOMED
442628,Disorder of ligament,SNOMED
4195675,Maternal care for suspected chromosomal abnormality in fetus,SNOMED
442773,Minor laceration of liver without open wound into abdominal cavity,SNOMED
4195780,Traumatic dislocation of joint of cervical vertebra,SNOMED
4195892,Chronic cor pulmonale,SNOMED
4197403,Intervillous thrombosis,SNOMED
4198040,Malpresentation of fetus,SNOMED
4199185,Dislocation of hip joint prosthesis,SNOMED
4200655,Urostomy present,SNOMED
442775,Degeneration of thoracic intervertebral disc,SNOMED
443012,Diabetes mellitus during pregnancy - baby delivered,SNOMED
4200875,Type 2 diabetes mellitus with peripheral angiopathy,SNOMED
443114,Open fracture finger proximal phalanx,SNOMED
4201388,Gastrostomy present,SNOMED
4202797,Drug therapy finding,SNOMED
443115,Closed fracture finger proximal phalanx,SNOMED
443235,Ankle and/or foot joint stiffness,SNOMED
443236,Hypnotic or anxiolytic dependence,SNOMED
4209423,Nicotine dependence,SNOMED
4211001,Chronic gastric ulcer with hemorrhage,SNOMED
4216083,Cervico-occipital neuralgia,SNOMED
443247,Labor and delivery complicated by fetal heart rate anomaly,SNOMED
443325,Late pregnancy vomiting - not delivered,SNOMED
4216644,Rectal polyp,SNOMED
443344,Barrett's esophagus,SNOMED
443358,Ulcer of heel,SNOMED
4204199,Hand pain,SNOMED
443366,Deformity of breast,SNOMED
4205002,Alcohol-induced mood disorder,SNOMED
443384,Malignant tumor of transverse colon,SNOMED
4205084,Charcot's joint of foot,SNOMED
443386,Malignant tumor of duodenum,SNOMED
4216771,Impotence,SNOMED
4216972,Bursitis of hip,SNOMED
443388,Malignant tumor of lung,SNOMED
4218311,Undifferentiated inflammatory polyarthritis,SNOMED
443390,Malignant tumor of rectum,SNOMED
4218552,Ankle instability,SNOMED
4218764,Gastroschisis,SNOMED
443414,Chronic post-traumatic stress disorder,SNOMED
4218873,Glossopyrosis,SNOMED
4218884,Fracture of carpal bone,SNOMED
4221495,Cataract due to diabetes mellitus type 2,SNOMED
443432,Impaired cognition,SNOMED
4206148,Syncope and collapse,SNOMED
443447,Iatrogenic hypotension,SNOMED
4206872,Closed fracture of great toe,SNOMED
4207934,Maternal care for suspected central nervous system malformation in fetus,SNOMED
443454,Cerebral infarction,SNOMED
443459,Pathological fracture of neck of femur,SNOMED
443465,Dysphagia as a late effect of cerebrovascular accident,SNOMED
443545,Nonvenomous insect bite,SNOMED
443551,Apraxia due to cerebrovascular accident,SNOMED
443586,Transient organic mental disorder,SNOMED
4211231,Panic disorder without agoraphobia,SNOMED
4212887,Disorder of rotator cuff,SNOMED
4213865,Rectal fistula,SNOMED
443611,Chronic kidney disease stage 5,SNOMED
443615,Refractory migraine,SNOMED
443625,Gender identity disorder of adulthood,SNOMED
443743,Plasma cell neoplasm,SNOMED
443751,"Late effect of open wound of head, neck AND/OR trunk",SNOMED
443769,Degeneration of lumbar intervertebral disc,SNOMED
443776,Brachial radiculitis,SNOMED
443782,Tremor,SNOMED
443792,Calculus of bile duct,SNOMED
443797,Severe manic bipolar I disorder without psychotic features,SNOMED
444038,Psychoactive substance-induced organic mood disorder,SNOMED
4214376,Hyperglycemia,SNOMED
4214530,Kyphosis deformity of spine,SNOMED
4216397,Nerve root disorder,SNOMED
4217365,Elective mutism,SNOMED
4223659,Fatigue,SNOMED
4218346,Limbal stem cell deficiency,SNOMED
4224926,Obstruction of esophagus,SNOMED
4224968,Tinea corporis,SNOMED
4226021,Spontaneous hemorrhage,SNOMED
4226022,Drug-induced hyperpyrexia,SNOMED
4226991,Xerostomia,SNOMED
4228503,Cellulitis of groin,SNOMED
4219481,Degenerative joint disease of ankle AND/OR foot,SNOMED
4219627,Agoraphobia without history of panic disorder without limited symptom attacks,SNOMED
4220002,Furuncle,SNOMED
4221679,Melanocytic nevus of skin,SNOMED
4222781,Inguinal hernia without obstruction AND without gangrene,SNOMED
4225324,Resistance to activated protein C due to Factor V Leiden,SNOMED
4228802,Mild recurrent major depression,SNOMED
4233724,Posttraumatic seizure,SNOMED
4233830,Monostotic fibrous dysplasia,SNOMED
4234127,Charcot's arthropathy,SNOMED
4234604,Dehiscence AND/OR disruption of uterine wound in the puerperium,SNOMED
4239301,Unwanted pregnancy,SNOMED
4241223,Hidradenitis suppurativa,SNOMED
444070,Tachycardia,SNOMED
4229909,Disorder of the nose,SNOMED
4242574,Intertrigo,SNOMED
4230641,Chronic pansinusitis,SNOMED
444094,Finding related to pregnancy,SNOMED
4230975,Acquired deformity of abdomen,SNOMED
4231580,Acute gastric ulcer with hemorrhage,SNOMED
444098,"Gestation period, 40 weeks",SNOMED
444200,Neoplasm of nervous system,SNOMED
4231770,Hereditary thrombophilia,SNOMED
444203,Primary malignant neoplasm of articular cartilage,SNOMED
4232181,Chronic duodenal ulcer with hemorrhage,SNOMED
4232302,Catarrhal bronchitis,SNOMED
4244438,Second trimester pregnancy,SNOMED
444247,Venous thrombosis,SNOMED
444264,Thrombosis of iliac artery,SNOMED
4245385,Displacement of cardiac device,SNOMED
444285,Acquired equinovarus deformity,SNOMED
4246395,Cellulitis of abdominal wall,SNOMED
444417,"Gestation period, 29 weeks",SNOMED
4246451,Secondary malignant neoplasm of brain,SNOMED
4000610,Disorder of gastrointestinal tract,SNOMED
4251304,Intervertebral disc prolapse,SNOMED
4001298,Osteomyelitis of vertebra,SNOMED
4001315,Lobular carcinoma in situ of breast,SNOMED
4233565,Severe protein-calorie malnutrition,SNOMED
4001455,Thoracolumbar ankylosis,SNOMED
4001670,Intraductal carcinoma in situ of breast,SNOMED
4002346,Benign neoplasm of peripheral nerves of upper limb,SNOMED
4002349,Benign neoplasm of peripheral nerves of lower limb,SNOMED
4234083,Traumatic pneumothorax,SNOMED
4002956,Metatarsalgia,SNOMED
4234480,Arteriovenous fistula,SNOMED
4256228,Respiratory failure,SNOMED
4003135,Hand and wrist extensor tendon rupture,SNOMED
4003693,Overlapping malignant neoplasm of brain,SNOMED
4260520,Balanitis,SNOMED
4262136,Blighted ovum,SNOMED
4236905,Thrombosis of arteries of lower extremity,SNOMED
4237824,Gastric varices,SNOMED
4238808,Empyema of pleura,SNOMED
4004672,Psychoactive substance use disorder,SNOMED
4004785,Fetal alcohol syndrome,SNOMED
4239682,Chronic phototoxic dermatitis,SNOMED
4005743,Female sterility,SNOMED
4008576,Diabetes mellitus without complication,SNOMED
4008709,Mechanical breakdown of cardiac device,SNOMED
4008710,"Stenosis due to any device, implant AND/OR graft",SNOMED
4009329,Staphylococcal arthritis,SNOMED
4010658,Difficulty passing urine,SNOMED
4010963,Cramp in lower leg associated with rest,SNOMED
4239938,First trimester pregnancy,SNOMED
4240902,Allergy to peanuts,SNOMED
4241026,Benign neoplasm of craniopharyngeal duct,SNOMED
4012368,Increased frequency of urination,SNOMED
4012444,"Closed fracture distal femur, lateral condyle",SNOMED
4263370,R.I.N.D. syndrome,SNOMED
4014296,Twins - both live born,SNOMED
4266590,Abscess of hand,SNOMED
4014781,Closed traumatic subdural hemorrhage,SNOMED
4272867,General well-being finding,SNOMED
4015352,Fracture of metacarpal bone,SNOMED
4015506,"Closed fracture distal femur, medial condyle",SNOMED
4016131,Fracture of great toe,SNOMED
4274955,"Gestation period, 22 weeks",SNOMED
4275889,Visual hallucinations,SNOMED
4275902,Alteration in family processes,SNOMED
4017107,Traumatic subdural hemorrhage,SNOMED
4279913,Primary ovarian failure,SNOMED
4019263,Concussion with less than 1 hour loss of consciousness,SNOMED
4241530,Asymptomatic human immunodeficiency virus infection,SNOMED
4280498,Polyp of cervix,SNOMED
4021397,Chorioamnionitis,SNOMED
4243821,Cyst of vulva,SNOMED
4280828,Infectious disease carrier,SNOMED
4281030,Secondary malignant neoplasm of right ovary,SNOMED
4245975,Hepatic failure,SNOMED
4282316,Recurrent major depression,SNOMED
4286030,Acute necrotizing myelitis,SNOMED
4023310,Blindness AND/OR vision impairment level,SNOMED
4286201,Schizoaffective disorder,SNOMED
4024018,Immune system finding,SNOMED
4025937,Pressure ulcer of head,SNOMED
4246127,Malignant neoplasm of liver,SNOMED
4247084,Enteropathic arthritis,SNOMED
4247710,Effusion of joint of pelvic region,SNOMED
4247726,Primary malignant neoplasm of bone marrow,SNOMED
4253901,Juvenile rheumatoid arthritis,SNOMED
4288310,Carotid artery obstruction,SNOMED
4253962,"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type",SNOMED
4027396,Peripheral neuritis,SNOMED
4258293,Fecal fluid leakage,SNOMED
4289914,Closed fracture of fifth metatarsal bone,SNOMED
4028070,Infectious disease of central nervous system,SNOMED
4261933,Estrogen receptor negative neoplasm,SNOMED
4028238,Cellulitis of head,SNOMED
4028253,Neoplasm of digestive system,SNOMED
4029423,Hypoglycemic state in diabetes,SNOMED
4029498,Seizure disorder,SNOMED
4264073,Fracture of tooth,SNOMED
4033051,Chemical-induced dermatological disorder,SNOMED
4264234,Chloasma,SNOMED
4033341,Acne keloid,SNOMED
4264766,Cocaine-induced organic mental disorder,SNOMED
4034214,Open wound of ear,SNOMED
4035422,Disorder of patellofemoral joint,SNOMED
4035425,Contracture of joint of foot,SNOMED
4035449,Vitreo-retinal adhesion,SNOMED
4035611,Seropositive rheumatoid arthritis,SNOMED
4268911,Disorientated,SNOMED
4271024,Musculoskeletal fibromatosis,SNOMED
4272156,Prurigo nodularis,SNOMED
4038835,Hodgkin's disease,SNOMED
4040379,Malignant mast cell tumor,SNOMED
4040380,Mycosis fungoides,SNOMED
4043387,Drug-induced acute dystonia,SNOMED
4043731,Infarction - precerebral,SNOMED
4044237,Headache associated with substance abuse or withdrawal,SNOMED
4044931,Non-infective meningitis,SNOMED
4046804,Disorder of fluency,SNOMED
4291005,Viral hepatitis,SNOMED
4047563,Sequelae due to burn of upper limb,SNOMED
4294416,Basal cell carcinoma of ear,SNOMED
4048393,Fracture of foot,SNOMED
4048796,Traumatic cerebral edema,SNOMED
4272240,Malaise,SNOMED
4049367,Psychologic conversion disorder,SNOMED
4296542,Glasgow coma score finding,SNOMED
4049461,Congenital duplication of uterus,SNOMED
4296627,Fracture of ilium,SNOMED
4297668,Basal cell carcinoma of truncal skin,SNOMED
4049621,"Gestation period, 16 weeks",SNOMED
4298809,Nephritic syndrome,SNOMED
4050691,"Sequelae of dislocation, sprain and strain of lower limb",SNOMED
4050704,Abrasion of trunk,SNOMED
4051005,Open wound of nose,SNOMED
4051747,"Abrasion, toe",SNOMED
4052524,Abrasion of finger,SNOMED
4053590,Traumatic dislocation of hip joint,SNOMED
4273323,Rubella,SNOMED
4053597,Open wound of neck,SNOMED
4054405,Neoplasm of skin of ear,SNOMED
4055846,"Abrasion of shoulder, infected",SNOMED
4276036,Fracture of acetabulum,SNOMED
4055987,"Insect bite, nonvenomous, lower leg",SNOMED
4276173,Lichen planopilaris,SNOMED
4055993,Abrasion of foot,SNOMED
4056028,Hydronephrosis with renal and ureteral calculous obstruction,SNOMED
4279139,Fracture of bones of trunk,SNOMED
4056479,"Chronic nephritic syndrome, focal and segmental glomerular lesions",SNOMED
4279309,Substance abuse,SNOMED
4056718,Injury of adductor muscle and tendon of thigh,SNOMED
4279681,Hepatosplenomegaly,SNOMED
4282532,Fracture of distal phalanx of finger,SNOMED
4283219,"Severe bipolar II disorder, most recent episode major depressive, in partial remission",SNOMED
4283381,Spina bifida,SNOMED
4300092,Cannabis-induced organic mental disorder,SNOMED
4284559,Hypermagnesemia,SNOMED
4300192,Fracture of pelvis,SNOMED
4057044,Injury of muscle and tendon at neck level,SNOMED
4300442,Solar erythema,SNOMED
4284982,Calculus of bile duct without obstruction,SNOMED
4301129,Umbilical bleeding,SNOMED
4058155,Bed-ridden,SNOMED
4301427,Squamous cell carcinoma of upper extremity,SNOMED
4058375,"Disease of the skin and subcutaneous tissue complicating pregnancy, childbirth and/or the puerperium",SNOMED
4059452,Glomerular disease,SNOMED
4302047,Anesthetic allergy,SNOMED
4285139,Social maladjustment,SNOMED
4059594,"Nephropathy induced by unspecifed drug, medicament or biological substance",SNOMED
4302062,Obstruction of efferent duct of testis,SNOMED
4285308,Chronic gouty arthritis,SNOMED
4060429,"Disease of the respiratory system complicating pregnancy, childbirth and/or the puerperium",SNOMED
4302537,Digestive system finding,SNOMED
4286497,Centriacinar emphysema,SNOMED
4060556,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium",SNOMED
4303233,Gastric polyp,SNOMED
4304916,Gastrointestinal tract finding,SNOMED
4305075,Disorder of ejaculation,SNOMED
4307254,Closed fracture,SNOMED
4289309,Atrial septal defect,SNOMED
4307885,Turner syndrome,SNOMED
4290615,Dilated pupil,SNOMED
